mix_id,sir_level_db,overlap_ratio,target_transcript,pred_transcript,wer,cer,leakage_rate
mix_librispeech_11945,0,1.0,the count shook his head,it did not matter,1.0,0.7916666666666666,0.2
mix_librispeech_11053,0,1.0,through the black night rain he sang to her window bars,the,0.9090909090909091,0.9454545454545454,0.0
mix_librispeech_01792,5,0.1,in this monotonous life of mine that was a pleasant event,in this monotonous life of mine that was a pleasant event,0.0,0.0,0.0
mix_librispeech_03797,0,1.0,conseil was my manservant,the better has done that great pleasure,1.75,1.2,0.16666666666666666
mix_librispeech_03368,5,1.0,now let us dust the furniture and pictures,why does the secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state secretary of state,9.375,10.523809523809524,0.09090909090909091
mix_librispeech_07196,0,1.0,i like you still rachel i am sure i will always like you,i do like in your kitchen,0.9230769230769231,0.7678571428571429,0.75
mix_librispeech_12054,0,0.4,proscribed by the civil and ecclesiastical powers of the empire the donatists still maintained in some provinces particularly in numidia their superior numbers and 400 bishops acknowledged the jurisdiction of their primate,prescribed by the civil and a police officer of powers of the empire the donut the head of the film maintained in some provinces particularly in the media the racist here were numbers and 400 bishops acknowledged the jurisdiction of their primate,0.53125,0.23423423423423423,0.08
mix_librispeech_05109,0,0.3,his death in this conjuncture was a public misfortune,the youth in this conjuncture was a public misogyn,0.3333333333333333,0.20754716981132076,0.125
mix_librispeech_06024,0,0.5,no thanks i am glad to give you such easy happiness,no thanks i am glad to give you such easy happiness too,0.09090909090909091,0.0784313725490196,0.0
mix_librispeech_08795,0,0.3,the utility of consumption as an evidence of wealth is to be classed as a derivative growth,the utility of consumption as an evidence of wealth is to be massed as a derriotable growth,0.11764705882352941,0.08791208791208792,0.0
mix_librispeech_11248,0,0.2,uncas who had already approached the door in readiness to lead the way now recoiled and placed himself once more in the bottom of the lodge,oncus who had already approached the door and readiness lead the way now recoiled and placed himself once more in the bottom of the law,0.15384615384615385,0.07913669064748201,0.0
mix_librispeech_11609,5,0.4,relocated footnote governor robinson being on his way east the steamboat on which he was traveling stopped at lexington missouri,relocated but not governor robert has been hitting on his way east the steamboat on which he was traveling stopped and lexington missouri,0.35,0.1640625,0.0625
mix_librispeech_00126,5,0.1,envy hatred malice and uncharitableness are never so essentially detestable to my mind as when they are animated by a sense of propriety and work under the surface but for my interest in naomi and my other interest in the little love looks which i now and then surprised passing between her and ambrose i should never have sat through that supper,in the hatred malice and unchirbelness are never so essentially detestable to my mind that when they are animated by the sense of propriety and work onto the surface but for my interest in naomi and my other interest in the little love looks which i now and then surprised passing between her and ambrose i should never stop that supper,0.14516129032258066,0.09826589595375723,0.0
mix_librispeech_05959,5,0.1,from rubbing shoulders with scientists in our little universe by the botanical gardens the boy had come to know a thing or 2,from rubbing shoulders with scientists in our little universe by the botanical gardens the boy had come to know a thing or 2,0.0,0.0,0.0
mix_librispeech_03876,5,0.5,here she would stay comforted and soothed among the lovely plants and rich exotics rejoicing the heart of old turner the gardener who since polly is 1st rapturous entrance had taken her into his good graces for all time,here she would stay comforted and stiff among the lovely cats and rich exotics rejoicing the heart of old turner the gardener who since paul is 1st rapturous entrance had taken her into his glistening of his foreall time,0.1794871794871795,0.1187214611872146,0.0
mix_librispeech_11127,5,0.2,do you think so she replied with indifference,do you think so she replied within difference,0.25,0.044444444444444446,0.0
mix_librispeech_04451,5,1.0,i was hoping that if the paper on which he wrote was thin some trace of it might come through upon this polished surface no i see nothing,i was hoping that if the paper on which he wrote was did not some trace of it might come through on this pop no i see nothing,0.17857142857142858,0.16058394160583941,0.0
mix_librispeech_07147,5,1.0,and yet what a fine gallant lad,and yeah we are fine so the last no way,1.1428571428571428,0.6451612903225806,0.04878048780487805
mix_librispeech_03531,5,1.0,bartley started when hilda rang the little bell beside her dear me why did you do that,probably started when he will go round the little bell beside her dear me what did you do then,0.4117647058823529,0.23255813953488372,0.0
mix_librispeech_10922,0,1.0,the cloud then shewd his golden head and his bright form emerg would,the cloud is in theory she is called in responded in this bright for all these inquiry,1.0769230769230769,0.6029411764705882,0.5
mix_librispeech_00827,0,0.2,it engenders a whole world la pegre for which read theft and a hell la pegrenne for which read hunger,it in jenners a whole world it started on la pagre for which red theft and the l la pagre for which red hunger,0.55,0.27722772277227725,0.25
mix_librispeech_09831,0,1.0,it may be that a great colorist will use his utmost force of color as a singer his full power of voice but loud or low the virtue is in both cases always in refinement never in loudness,it may be that a great color of the mind we use this utmost force of color as a singer his full power of voice 99 but hello loud or low i want to virtue of the mind i want to use all those on the find that never allowed this,0.6842105263157895,0.3945945945945946,0.6
mix_librispeech_07790,5,1.0,it seems the king will not consent to it,it seems that the united states,0.7777777777777778,0.575,0.0
mix_librispeech_00984,0,0.5,ben zoof is most ambitious desire was to induce the captain to go with him and end his days in his much loved home and so incessantly were servadac is ears besieged with descriptions of the unparalleled beauties and advantages of this 18th arrondissement of paris that he could scarcely hear the name of montmartre without a conscious thrill of aversion,benzof is most ambitious little things was to induce the captain to go which her to the end his days in his much loved home and so andcessantly we are servidaxed ears little things with christians the unbeheryl duties and advantages of this 18th hour undecimal of parents that he could scarcely hear the name of the modern mother with a conscious thrill of a version,0.4426229508196721,0.26912181303116145,0.14285714285714285
mix_librispeech_11197,0,0.5,the helpless worm arose and sat upon the lillys leaf and the bright cloud saild on to find his partner in the vale,the helpless woman it is not a ponder lily is leaf and the bright clouds say the fine is pertinent in the veil,0.6956521739130435,0.3333333333333333,0.05263157894736842
mix_librispeech_07783,0,1.0,hilda is face quivered but she whispered yes i think it must have been,in this,1.0,0.9142857142857143,0.2
mix_librispeech_10380,0,0.2,he was the last to turn to christ,he was the last to turn the christ,0.125,0.06060606060606061,0.0
mix_librispeech_11978,0,0.5,he moved uneasily and his chair creaked,he moved un easily and is fair creek through that,1.0,0.46153846153846156,0.05714285714285714
mix_librispeech_02443,5,0.2,but in their selection of a constitution the britannulists have unfortunately allowed themselves but one deliberative assembly and hence have sprung their present difficulties,but in their selection of a constitution the britain ullists have unfortunately allowed themselves but one deliberate assembly and hence has sprung their present difficulties,0.16666666666666666,0.04,0.0
mix_librispeech_08554,5,0.3,the objection of course presents itself that expenditure on women is dress and household paraphernalia is an obvious exception to this rule but it will appear in the sequel that this exception is much more obvious than substantial,the objection of course presents itself that expenditure on women is dress and household paraphrane earlier is an obvious exception to this rule but it will appear in the sequel that this exception is much more obvious than substantial,0.05263157894736842,0.034782608695652174,0.0
mix_librispeech_10541,0,0.2,and then they became vexed and would have snatched your purse from us,and then they became vexed and would have snatched your purse for months,0.15384615384615385,0.08695652173913043,0.0
mix_librispeech_00345,0,0.1,choking with emotion leocadi made a sign to her parents that she wished to be alone with them,choking with emotion leo kedia made a sign to her parents that she wished to be alone with them,0.1111111111111111,0.043010752688172046,0.0
mix_librispeech_00814,5,1.0,every one could observe his agitation and prostration a prostration which was indeed the more remarkable since people were not accustomed to see him with his arms hanging listlessly by his side his head bewildered and his eyes with all their bright intelligence bedimmed,everyone could observe his adaptation and frustration a frustration which was indeed the more remarkable since people were not accustomed to see him with his arms and listening to my side his head bewildered and his eyes with all their bright intelligence be dimmed,0.25,0.08888888888888889,0.0
mix_librispeech_06166,5,0.4,ay and show you some pretty tricks,i and show you some pretty tricks,0.14285714285714285,0.058823529411764705,0.047619047619047616
mix_librispeech_11693,5,1.0,you speak like an educated person said beth wonderingly where is your home,you speak like an educated person that is what you are thinking where is your home,0.46153846153846156,0.28378378378378377,0.06666666666666667
mix_librispeech_12220,0,0.5,whenever the sense of familiarity occurs without a definite object it leads us to search the environment until we are satisfied that we have found the appropriate object which leads us to the judgment this is familiar,whenever the sense of familiarity occur not a doubt definite object it leads us to search the environment until we are satisfied with the double object which leads us into my judge struggle this is familiar,0.32432432432432434,0.22580645161290322,0.3
mix_librispeech_05779,0,0.3,yes we are certainly i replied evasively but after we make a detour,yes we are certainly i replied a face of this but after we make the tour,0.46153846153846156,0.2537313432835821,0.025
mix_librispeech_02116,5,0.4,no good my dear watson,no good my dear watson,0.0,0.0,0.0
mix_librispeech_10026,0,0.5,at the conclusion of the banquet which was served at 50 clock the king entered his cabinet where his tailors were awaiting him for the purpose of trying on the celebrated costume representing spring which was the result of so much imagination and had cost so many efforts of thought to the designers and ornament workers of the court,at the conclusion of the banquet we took a rush of service on the final line the king entered his cabinet where his tailors were awaiting him for the purpose of trying on the celebrated costume representing spring which was the result of so much imagination and the cause so many efforts of thought to the designers and ornament workers of the court,0.2033898305084746,0.1111111111111111,0.08333333333333333
mix_librispeech_00793,0,0.4,holmes held out a small chip with the letters n n and a space of clear wood after them you see,homes held out a small chip with a letter in and the space of clear wood after them,0.38095238095238093,0.19148936170212766,0.0
mix_librispeech_12428,0,0.4,i am stiff with long sitting he said i itch for a fight i turned to the farmer,i am still with long city he said i itch for a fight i turn it the farmer,0.2222222222222222,0.14102564102564102,0.0
mix_librispeech_06898,0,0.3,i come now to the other characteristic which memory images must have in order to account for our knowledge of the past,i come now to the other character he was in which memory images must have in order to account for our knowledge of the past,0.18181818181818182,0.06779661016949153,0.15384615384615385
mix_librispeech_02674,5,0.5,there is no class and no country that has yielded so abjectly before the pressure of physical want as to deny themselves all gratification of this higher or spiritual need,there is no class and no wrinkler that has yielded so objectively before the pressure of the physical want as to deny themselves all gratification of this higher or,0.16666666666666666,0.17543859649122806,0.0
mix_librispeech_00094,0,0.2,of mark wylder i say this his name has been for years hateful to me and recently it has become frightful and you will promise me simply this that you will never ask me to speak again about him,of mark wilder i say he took a roughly in his own his name has been for years hateful to me and recently it has become frightful he took a new one as promised me simply this that you will never ask me to speak again about him,0.38461538461538464,0.22395833333333334,0.4
mix_librispeech_04225,0,0.5,he stood still in deference to their calls and parried their banter with easy words,so she was pretty well in difference to their calls and parried their banter with mega rush words,0.5333333333333333,0.2891566265060241,0.2
mix_librispeech_03756,0,0.1,i am stiff with long sitting he said i itch for a fight i turned to the farmer,i am stiff with long sitting he said i edge for a fight i turned to the farmer,0.05555555555555555,0.05128205128205128,0.0
mix_librispeech_02891,5,0.4,your letter has given me great pleasure and i should not forgive myself if i did not tell you so,your letter has given me great pleasure and i should not forgive myself if i did not tell you so,0.0,0.0,0.0
mix_librispeech_02371,0,0.4,for a full hour he had paced up and down waiting but he could wait no longer,for a full hour he pays up and down waiting,0.47058823529411764,0.4605263157894737,0.0
mix_librispeech_11728,0,0.2,alexander did not sit down,alexander did not sit down,0.0,0.0,0.0
mix_librispeech_03228,5,1.0,how long would it take him to do that using every possible contraction a quarter of an hour not less,i would take into that using every possible attraction in a quarter of an hour or not,0.5,0.29,0.05555555555555555
mix_librispeech_07863,5,0.1,he soon foresaw that still greater economy would be necessary for commercial success not alone for the larger territory opening but for the compact districts of large cities,he soon foresaw that still greater economy would be necessary for commercial success not alone for the larger territory opening but for the compact district of large cities,0.03571428571428571,0.005780346820809248,0.0
mix_librispeech_06359,0,0.2,it is unintelligible in the dark,it is unintelligible in the dark,0.0,0.0,0.0
mix_librispeech_11488,5,0.5,i never knew of but one man who could ever please him,i never do of but one thing you could ever please him,0.25,0.20754716981132076,0.14285714285714285
mix_librispeech_07326,5,0.5,ay me,i mean,1.0,0.8,0.0
mix_librispeech_06028,0,0.3,there is no logical impossibility in the hypothesis that the world sprang into being 5 minutes ago exactly as it then was with a population that remembered a wholly unreal past,that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth that i know the truth,11.806451612903226,8.505681818181818,0.3333333333333333
mix_librispeech_11045,5,1.0,but pearl who was a dauntless child after frowning stamping her foot and shaking her little hand with a variety of threatening gestures suddenly made a rush at the knot of her enemies and put them all to flight,but for all who was a do not list child after frowning stamping her foot and shaking her little hand with a variety of threatening gestures suddenly made a rush at the not of her enemies and put them all to flight,0.15384615384615385,0.05714285714285714,0.0
mix_librispeech_11104,5,1.0,know then son of my heart that this fainting lady is your real bride i say real because she is the one whom your father and i have chosen for you and the portrait was a pretense,know then he will be son of my son that this painting is your real pride i say real because she is the one who you father had chosen for you it is what i wish to put myself,0.5405405405405406,0.3163841807909605,0.18421052631578946
mix_librispeech_01865,5,0.1,not once did he comment on the length or the hardships of a journey,not once did he comment on the length or the hardships of the journey,0.07142857142857142,0.04477611940298507,0.0
mix_librispeech_04612,5,1.0,be not so foolish friend said fitzooth crossly,be not so foolish friend said vincent cross lead,0.375,0.21739130434782608,0.0
mix_librispeech_10049,0,0.5,i took 5 great bracelets of gold from our treasure chest and gave them to him,i took 5 great great school gold from our treasure chest and gave it to him,0.1875,0.18181818181818182,0.0
mix_librispeech_02645,5,0.5,yes so they said but that would i think have been worse,yes so they said that would i think have an obvious,0.25,0.23636363636363636,0.0
mix_librispeech_02243,5,0.3,mister edison was a leader far ahead of the time,mister edison was a leader far ahead of the time,0.0,0.0,0.0
mix_librispeech_05373,0,1.0,my men laughed yes a stingy host,the europe they had come from lay out there beyond,1.4285714285714286,1.1875,0.45454545454545453
mix_librispeech_02336,0,0.1,how brown you have got since you came home i wish i had an athlete to mow my orchard,how brown you have got since you came home i wish i had an athlete to mow my orchard,0.0,0.0,0.0
mix_librispeech_00950,5,0.5,how strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child,how strange it is the out to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child,0.08108108108108109,0.038461538461538464,0.0
mix_librispeech_11260,5,0.2,so it seems to me,so it seems to me,0.0,0.0,0.0
mix_librispeech_01120,0,0.4,it was a pain to see them and a sword like pain to see the signs of adolescence that made repellent their pitiable nakedness,it was a pain to see them and a sword life pain to see the signs of adolescence that made repellent their terrible nakedness,0.08333333333333333,0.04838709677419355,0.0
mix_librispeech_10789,0,1.0,said she pointing to the playthings see,said yes and perhaps we frightened her see,0.8571428571428571,0.7435897435897436,0.4444444444444444
mix_librispeech_02204,5,0.2,very much of squalor and discomfort will be endured before the last trinket or the last pretense of pecuniary decency is put away,very much of squaller and discomfort will be endured before the last etc or the last pretense of peculiarities and seas put away,0.21739130434782608,0.15503875968992248,0.0
mix_librispeech_00419,5,0.4,steam up and canvas spread the schooner started eastwards,steam up and canvas spread the scooner star to the sword up,0.6666666666666666,0.21052631578947367,0.0
mix_librispeech_00922,0,1.0,it is by no means always reliable almost everybody has at some time experienced the well known illusion that all that is happening now happened before at some time,it is by no means i was reliable almost everybody has it sometimes i can get you 3 of my problems well the illusion that all that is happening now,0.6206896551724138,0.4110429447852761,0.375
mix_librispeech_09446,0,0.5,what is the meaning of this thought the tree,what is the deal,0.6666666666666666,0.6818181818181818,0.0
mix_librispeech_08669,5,1.0,to day i shouted,today i show you,1.0,0.375,0.2
mix_librispeech_10227,5,0.4,for a person to possess knowledge is not enough,for a person to possess knowledge is not enough,0.0,0.0,0.0
mix_librispeech_05408,5,0.5,then they started on again and 2 hours later came in sight of the house of doctor pipt,then they started on the end,0.7222222222222222,0.686046511627907,0.0
mix_librispeech_05788,5,0.2,we want to know mister gilchrist how you an honorable man ever came to commit such an action as that of yesterday,we want to know mister gilchrist how you an honorable man ever came to make such an action as that of yesterday,0.045454545454545456,0.04424778761061947,0.0
mix_librispeech_05742,0,0.1,there cannot be a doubt he received you kindly for in fact you returned without his permission,there cannot be a doubt he received you kindly for in fact you returned without his permission,0.0,0.0,0.0
mix_librispeech_07667,0,0.4,the revelation of his love lighted and brightened slowly till it flamed like a sunrise over him and left him in burning wonder,the revelation of his love writing and writing slowly to let the sun rise over him and left him and burned on wonder,0.4782608695652174,0.2857142857142857,0.038461538461538464
mix_librispeech_05567,0,0.1,no sir certainly not,no sir certainly not,0.0,0.0,0.0
mix_librispeech_08135,0,0.1,the world brands this a pernicious doctrine,the world brands this a pernicious doctrine,0.0,0.0,0.0
mix_librispeech_01202,5,0.2,doubts now arose and some discussion followed whether or not it was desirable for ben zoof to accompany his master,doubts now arose and some discussion followed whether or not it was desirable for ben zuf to accompany master,0.1,0.05263157894736842,0.0
mix_librispeech_10818,0,1.0,you are acute,you be hard,0.6666666666666666,0.5384615384615384,0.0
mix_librispeech_05765,0,1.0,at last he came out of them and wiped his face vigorously,at last,0.8333333333333334,0.8771929824561403,0.0
mix_librispeech_08389,5,0.4,will you forgive me now,will you forgive me now,0.0,0.0,0.0
mix_librispeech_01970,0,0.3,and in this last action he falls into the classic sin of pride,and in this last action he falls into the travel sand of fluid,0.23076923076923078,0.1935483870967742,0.0
mix_librispeech_11302,0,0.2,the wood flamed up splendidly under the large brewing copper and it sighed so deeply,the wood flamed up splendidly under the large brooch he was there and it is so deeply,0.3333333333333333,0.2261904761904762,0.05263157894736842
mix_librispeech_04018,0,0.2,and meantime i know the greatness of jehovah i acknowledge the perfection of his word i adore the purity of the christian faith my theory is right my practice horribly wrong,and meantime i know the greatness of jehovah i acknowledge the perfection of his spirit i adore the purity of the christian faith my theory is right my practice horribly wrong,0.03225806451612903,0.028901734104046242,0.0
mix_librispeech_10343,5,0.4,i sit beneath thy looks as children do in the noon sun with souls that tremble through their happy eyelids from an unaverred yet prodigal inward joy,i sit beneath the eyelids as children do in the noon sun with souls that tremble through their happy eyelids from an un avert yet chronic pain in joy,0.25925925925925924,0.14864864864864866,0.0
mix_librispeech_03687,0,0.5,very much of squalor and discomfort will be endured before the last trinket or the last pretense of pecuniary decency is put away,very much of squall or indescribable it will be implemented before the last shrinkage or the light just burns at the funeral decency is put away,0.5217391304347826,0.37209302325581395,0.03333333333333333
mix_librispeech_01997,5,0.3,i shudder as i recall these monsters to my remembrance,i shatter as i recall these monsters to my remembrance,0.1,0.05555555555555555,0.0
mix_librispeech_04033,5,0.4,never mind now interposed the captain we will talk of that by and by,never mind now interpose the captain we will talk of that brian bye,0.2857142857142857,0.07352941176470588,0.0
mix_librispeech_11246,5,0.5,forthwith all ran to the opening of the tent to see what might be amiss but master will who peeped out 1st needed no more than one glance,4th with all rancid opening of the turn to see what might be a miss but master will who peeped out 1st you did not know more than one glance,0.42857142857142855,0.1897810218978102,0.045454545454545456
mix_librispeech_01248,0,0.1,all the territorial dignitaries were present governor shannon presided john calhoun the surveyor general made the principal speech a denunciation of the abolitionists supporting the topeka movement chief justice lecompte dignified the occasion with approving remarks,all the territorial dignitaries were present governor shannon presided john kaalun the surveyor general made the principal speech a denunciation of the abolitionist supporting the tipeek movement chief justice lecoffe dignified the occasion with approving remarks,0.1111111111111111,0.041353383458646614,0.0
mix_librispeech_02192,0,0.3,this is the explanation of the shallows which are found in that part of the atlantic ocean,this is the explanation of the travels which i found in that part of the atlantic ocean,0.11764705882352941,0.1,0.0
mix_librispeech_02712,5,0.3,whatever lord chelford said miss brandon received it very graciously and even with a momentary smile,whatever lord chalphard said miss brandon received it very graciously and even with a momentary smile,0.0625,0.04,0.0
mix_librispeech_09184,0,0.1,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters,on huge silver platters were pyramids of tarts and cakes stuck and red wine sparkled in glittering decanters,0.058823529411764705,0.058823529411764705,0.0
mix_librispeech_02190,5,0.3,he was soft hearted and impetuous said beth and being in love he did not stop to count the cost,he was softhearted and impatuous said beth and being in love he did not stop to count the cars,0.2,0.05263157894736842,0.0
mix_librispeech_04670,0,0.3,they snuffed about the fir tree and rustled among the branches,they snuffed about the fir tree and the rustle of the morn,0.36363636363636365,0.25806451612903225,0.0
mix_librispeech_05142,5,1.0,i am afraid i do not know much about the land of oz,i am afraid i do not know what to do,0.46153846153846156,0.3333333333333333,0.0
mix_librispeech_05984,5,0.5,the strange woman and her passionate sentence that rang out so sharply had frightened them both,the strange woman and her passionate sentence that rang out so sharply had frightened the both,0.0625,0.010526315789473684,0.0
mix_librispeech_06565,5,0.4,they are all sketches made about the villa d este you see,they are all sketches made about the villainous day you see,0.25,0.14035087719298245,0.0
mix_librispeech_07804,5,0.5,miss woodley was too little versed in the subject to know this would have been not to love at all at least not to the extent of breaking through engagements and all the various obstacles that still militated against their union,miss woodley was too little mercy on the subject to know this would have been not to love at all at least not to the extent where the screw engagements and all the various obstacles that still quickly would have the consequences of union,0.2682926829268293,0.22026431718061673,0.125
mix_librispeech_06943,5,0.2,is it better than anywhere else,is it better than anywhere else,0.0,0.0,0.0
mix_librispeech_09510,5,0.4,one day when the boy was sent by his grandfather with a message to a relation he passed along a street in which there was a great concourse of horsemen,one day when the boy was sent by his grandson to the message to a relation he passed along his street in which there was a great con for his horse,0.26666666666666666,0.15894039735099338,0.0625
mix_librispeech_10055,0,0.4,bragelonne watched for some time the conduct of the 2 lovers listened to the loud and uncivil slumbers of manicamp who snored as imperiously as though he was wearing his blue and gold instead of his violet suit,breggel on the watch for some time the conduct of the 2 lovers listen to the loud and ensemble numbers of manic camp who snored as empirically as though he was wearing the most important instead of his violet suit,0.3684210526315789,0.19523809523809524,0.125
mix_librispeech_10535,0,0.2,i know no such place said the tree,i know no such place,0.375,0.4117647058823529,0.0
mix_librispeech_10641,0,0.2,the king seemed only pleased with every one present,the king seemed only pleased with everyone present,0.2222222222222222,0.0196078431372549,0.0
mix_librispeech_02136,5,0.2,what is slang,what is slang,0.0,0.0,0.0
mix_librispeech_01065,0,0.2,no good my dear watson,no good my dear watson,0.0,0.0,0.0
mix_librispeech_00600,0,0.3,there was no man sir,there was no man sir,0.0,0.0,0.0
mix_librispeech_04227,0,0.4,henry lord with the degree of ph d to his credit had been professor of zoology at a new england college but had resigned his post in order to write a series of scientific text books,he also had well adapized society to his credit had been professor of zoology at a new england college but had resigned his post in order to write a new book,0.3611111111111111,0.281767955801105,0.037037037037037035
mix_librispeech_10813,5,1.0,the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side,the british at down under that blue camera is quest he is a roadster an endless set up in a golden chair by his eyes,0.6666666666666666,0.4188034188034188,0.1111111111111111
mix_librispeech_07577,5,0.4,the former boolooroo groaned,the former bull the rebound,0.75,0.42857142857142855,0.0
mix_librispeech_00077,0,0.3,how strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child,how strange it seemed to the set up a crane of a shiver the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine on the tiny features of this child,0.21621621621621623,0.10576923076923077,0.2222222222222222
mix_librispeech_07546,5,0.5,come come returned hawkeye uncasing his honest countenance the better to assure the wavering confidence of his companion you may see a skin which if it be not as white as one of the gentle ones has no tinge of red to it that the winds of the heaven and the sun have not bestowed now let us to business,come come return haka and casing his honest countenance the better to assure the wavering confidence of his companion you may see a skin which if it be not as white as one of the gentle ones has no tinge of red to it that the winds of the heaven and the sun have not bestowed and a fennel let us to business,0.11666666666666667,0.0664451827242525,0.0
mix_librispeech_02898,5,0.4,her face was an enigma for it inspired everyone with the warmest sympathy and yet if you examined it attentively there was not one beautiful feature she could not be called handsome but no one could have thought her ugly,her face was an enigma for it inspired everyone with the warmest or other people and yet if you examined it attentively there was not one beautiful feature she could not be called handsome but no one could have thought differently,0.125,0.09545454545454546,0.0
mix_librispeech_04820,5,0.5,i take this as my answer and i leave the professor to bite his lips with impatience,i take this as my answer and i leave the professor to buy his lips with impatience,0.058823529411764705,0.03614457831325301,0.0
mix_librispeech_09506,5,0.1,they approached the door which was of an arched form and flanked on each side by a narrow tower or projection of the edifice in both of which were lattice windows the wooden shutters to close over them at need,they approached the door which was of an arched form and flanked on each side by a narrow tower or projection of the edifice in both of which were lattice windows the wooden shutters to close over them at need,0.0,0.0,0.0
mix_librispeech_11621,0,0.5,he clasped his hands on the desk and said,he clasped his hand on the desk and said,0.1111111111111111,0.024390243902439025,0.0
mix_librispeech_06413,0,0.3,keep away if you wish when have i ever followed you,keep away if you wish,0.5454545454545454,0.5882352941176471,0.0
mix_librispeech_09444,0,0.5,always irritable cold indifferent he had grown rapidly more so as years went on,always here at a cold in different but he had grown massively more so as he went on,0.5714285714285714,0.26582278481012656,0.04
mix_librispeech_09064,5,0.1,alexander leaned forward and warmed his hands before the blaze,alexander leaned forward and warmed his hands before the blaze,0.0,0.0,0.0
