mix_id,dataset,target_audio_path,target_speaker_id,target_transcript,enrollment_audio_path,noise_audio_path,noise_speaker_id,noise_transcript,sir_level_db,overlap_ratio
mix_librispeech_03355,librispeech,data/librispeech/LibriSpeech/test-clean/6930/81414/6930-81414-0007.flac,6930,nothing more not even the wrist to which it might be attached,data/librispeech/LibriSpeech/test-clean/6930/75918/6930-75918-0003.flac,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0025.flac,5142,silas slunk away without a word of protest ambrose stood his ground evidently bent on making his peace with naomi before he left her seeing that i was in the way i walked aside toward a glass door at the lower end of the room,0,0.4
mix_librispeech_03356,librispeech,data/librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0021.flac,1580,there is no opening except the one pane said our learned guide,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0006.flac,data/librispeech/LibriSpeech/test-clean/3729/6852/3729-6852-0005.flac,3729,silvia was the adoration of france and her talent was the real support of all the comedies which the greatest authors wrote for her especially of the plays of marivaux for without her his comedies would never have gone to posterity,0,0.1
mix_librispeech_03357,librispeech,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0035.flac,3575,i wish it would recur again but it will take two or three interviews before the stiffness the estrangement of this long separation will wear away,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0046.flac,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0022.flac,908,come forth worm and the silent valley to thy pensive queen,0,0.4
mix_librispeech_03358,librispeech,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0024.flac,5142,naomi shook her forefinger reproachfully at them as if the two sturdy young farmers had been two children,data/librispeech/LibriSpeech/test-clean/5142/36586/5142-36586-0000.flac,data/librispeech/LibriSpeech/test-clean/4992/41797/4992-41797-0016.flac,4992,they couldn't run nor move they're just pasteboard,0,0.5
mix_librispeech_03359,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0008.flac,6829,these women were flattered by the attention of the young lady and had promised to assist in electing mister forbes,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0004.flac,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0017.flac,4970,the sight seers returned in high spirits from the city,5,0.5
mix_librispeech_03360,librispeech,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0063.flac,672,then good bye said the rats and they went home,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0027.flac,data/librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0012.flac,8555,the captain shook his head,5,0.1
mix_librispeech_03361,librispeech,data/librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0004.flac,1089,pride after satisfaction uplifted him like long slow waves,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0016.flac,data/librispeech/LibriSpeech/test-clean/8463/287645/8463-287645-0003.flac,8463,of this party edward a boy of seventeen called forth much sympathy he too was claimed by hollan,0,0.5
mix_librispeech_03362,librispeech,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0035.flac,672,but i shall tell only one story,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0008.flac,data/librispeech/LibriSpeech/test-clean/7021/79759/7021-79759-0002.flac,7021,they are chiefly formed from combinations of the impressions made in childhood,0,0.4
mix_librispeech_03363,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0012.flac,4446,i say sir harry the little girl's going famously to night isn't she,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0027.flac,data/librispeech/LibriSpeech/test-clean/8230/279154/8230-279154-0002.flac,8230,whether or not this principle is liable to exceptions everyone would agree that is has a broad measure of truth though the word exactly might seem an overstatement and it might seem more correct to say that ideas approximately represent impressions,5,0.5
mix_librispeech_03364,librispeech,data/librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0012.flac,1221,they approached the door which was of an arched form and flanked on each side by a narrow tower or projection of the edifice in both of which were lattice windows the wooden shutters to close over them at need,data/librispeech/LibriSpeech/test-clean/1221/135767/1221-135767-0000.flac,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0042.flac,8455,you hear what sir ferdinando brown has said replied captain battleax,0,1.0
mix_librispeech_03365,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0028.flac,7127,by degrees all his happiness all his brilliancy subsided into regret and uneasiness so that his limbs lost their power his arms hung heavily by his sides and his head drooped as though he was stupefied,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0032.flac,data/librispeech/LibriSpeech/test-clean/260/123286/260-123286-0010.flac,260,sunday august sixteenth,5,0.3
mix_librispeech_03366,librispeech,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0007.flac,237,we never had so many of them in here before,data/librispeech/LibriSpeech/test-clean/237/126133/237-126133-0005.flac,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0014.flac,4446,i can't stand seeing you miserable,5,0.4
mix_librispeech_03367,librispeech,data/librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0010.flac,1995,at any rate i say go,data/librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0019.flac,data/librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0022.flac,1320,the delawares are children of the tortoise and they outstrip the deer,0,0.4
mix_librispeech_03368,librispeech,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0019.flac,6930,now let's dust the furniture and pictures,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0010.flac,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0023.flac,1089,why was the sacrament of the eucharist instituted under the two species of bread and wine if jesus christ be present body and blood soul and divinity in the bread alone and in the wine alone,5,1.0
mix_librispeech_03369,librispeech,data/librispeech/LibriSpeech/test-clean/260/123286/260-123286-0021.flac,260,during his watch i slept,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0016.flac,data/librispeech/LibriSpeech/test-clean/1221/135766/1221-135766-0008.flac,1221,mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge,5,0.2
mix_librispeech_03370,librispeech,data/librispeech/LibriSpeech/test-clean/2961/961/2961-961-0018.flac,2961,the most famous of them all was the overthrow of the island of atlantis,data/librispeech/LibriSpeech/test-clean/2961/960/2961-960-0021.flac,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0034.flac,8455,not a doubt but had your force been only double or treble our own i should have found it my duty to struggle with you,5,0.2
mix_librispeech_03371,librispeech,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0036.flac,672,humpy dumpy fell downstairs and yet he married the princess,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0014.flac,data/librispeech/LibriSpeech/test-clean/1580/141084/1580-141084-0027.flac,1580,no sir certainly not,0,0.2
mix_librispeech_03372,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0029.flac,2094,did ever anybody see the like screamed missus poyser running towards the table when her eye had fallen on the blue stream,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0047.flac,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0016.flac,8463,did master summon me he said entering,0,0.4
mix_librispeech_03373,librispeech,data/librispeech/LibriSpeech/test-clean/7021/79730/7021-79730-0003.flac,7021,as the chaise drives away mary stands bewildered and perplexed on the door step her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,data/librispeech/LibriSpeech/test-clean/7021/79740/7021-79740-0013.flac,data/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0017.flac,61,rest and be still until i warn you,0,1.0
mix_librispeech_03374,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0033.flac,7127,how is it la valliere said mademoiselle de tonnay charente that the vicomte de bragelonne spoke of you as louise,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0017.flac,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0006.flac,908,open thy heart wide and fold within the wet wings of thy dove,0,0.4
mix_librispeech_03375,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0026.flac,6829,eliza parsons shook her head,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0004.flac,data/librispeech/LibriSpeech/test-clean/4446/2273/4446-2273-0004.flac,4446,i should never have asked you if molly had been here for i remember you don't like english cookery,5,0.5
mix_librispeech_03376,librispeech,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0048.flac,61,and henry might return to england at any moment,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0008.flac,data/librispeech/LibriSpeech/test-clean/1284/1181/1284-1181-0021.flac,1284,asked the voice in scornful accents,0,0.3
mix_librispeech_03377,librispeech,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0002.flac,5142,two hundred warriors feasted in his hall and followed him to battle,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0060.flac,data/librispeech/LibriSpeech/test-clean/5683/32866/5683-32866-0019.flac,5683,the mystery of their origin their capacity for evolving latent faculties of crime and the steady vitality with which they survive the hearse and speak their deep mouthed malignities in every new born generation have associated them somehow in my mind with a spell of life exceeding and distinct from human and a special satanic action,0,0.2
mix_librispeech_03378,librispeech,data/librispeech/LibriSpeech/test-clean/1995/1837/1995-1837-0014.flac,1995,he stood a moment bewildered then turned and rushed upon the island a great sheet of dazzling sunlight swept the place and beneath lay a mighty mass of olive green thick tall wet and willowy,data/librispeech/LibriSpeech/test-clean/1995/1826/1995-1826-0003.flac,data/librispeech/LibriSpeech/test-clean/237/134500/237-134500-0004.flac,237,that invitation decided her,0,0.5
mix_librispeech_03379,librispeech,data/librispeech/LibriSpeech/test-clean/260/123440/260-123440-0002.flac,260,it was the white rabbit returning splendidly dressed with a pair of white kid gloves in one hand and a large fan in the other he came trotting along in a great hurry muttering to himself as he came oh the duchess the duchess,data/librispeech/LibriSpeech/test-clean/260/123286/260-123286-0025.flac,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0042.flac,672,but they dragged him out of the room and up the stairs into the loft and here in a dark corner where no daylight could enter they left him,5,0.5
mix_librispeech_03380,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0003.flac,4077,in place of a single hamlet in the smallest corner of which the members could have congregated there now are about seventy stakes of zion and about seven hundred organized wards each ward and stake with its full complement of officers and priesthood organizations,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0008.flac,data/librispeech/LibriSpeech/test-clean/1284/134647/1284-134647-0006.flac,1284,bishops virgins and even spotless infants were subjected to the disgrace of a public penance before they could be admitted to the communion of the donatists,0,0.5
mix_librispeech_03381,librispeech,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0011.flac,61,he gave way to the others very readily and retreated unperceived by the squire and mistress fitzooth to the rear of the tent,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0014.flac,data/librispeech/LibriSpeech/test-clean/8224/274381/8224-274381-0012.flac,8224,montrose weak in cavalry here lined his troops of horse with infantry and after putting the enemy's horse to rout fell with united force upon their foot who were entirely cut in pieces though with the loss of the gallant lord gordon on the part of the royalists,0,0.2
mix_librispeech_03382,librispeech,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0032.flac,2830,we look for that reward which eye hath not seen nor ear heard neither hath entered into the heart of man,data/librispeech/LibriSpeech/test-clean/2830/3980/2830-3980-0005.flac,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0009.flac,4507,when it is a question of probing a wound a gulf a society since when has it been considered wrong to go too far to go to the bottom,0,1.0
mix_librispeech_03383,librispeech,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0036.flac,5639,his mother had left her to him as being her destined protector but when she saw that he too was insensible she was near making a third and would have done so had he not come to himself,data/librispeech/LibriSpeech/test-clean/5639/40744/5639-40744-0000.flac,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0061.flac,5142,your mother the queen was standing by,0,0.5
mix_librispeech_03384,librispeech,data/librispeech/LibriSpeech/test-clean/1089/134691/1089-134691-0011.flac,1089,their piety would be like their names like their faces like their clothes and it was idle for him to tell himself that their humble and contrite hearts it might be paid a far richer tribute of devotion than his had ever been a gift tenfold more acceptable than his elaborate adoration,data/librispeech/LibriSpeech/test-clean/1089/134686/1089-134686-0014.flac,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0030.flac,7127,she was here just now said the count,5,0.5
mix_librispeech_03385,librispeech,data/librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0014.flac,7176,the hawk sat upon the branch and watched his quarry swimming beneath the surface,data/librispeech/LibriSpeech/test-clean/7176/88083/7176-88083-0001.flac,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0021.flac,4507,the painter who says my grinder the notary who says my skip the gutter the hairdresser who says my mealyback the cobbler who says my cub talks slang,0,0.3
mix_librispeech_03386,librispeech,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0028.flac,3575,keswick march twenty second eighteen thirty seven dear madam,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0055.flac,data/librispeech/LibriSpeech/test-clean/6930/75918/6930-75918-0016.flac,6930,yes i need repose many things have agitated me to day both in mind and body when you return to morrow i shall no longer be the same man,0,0.2
mix_librispeech_03387,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0030.flac,6829,her manner was neither independent nor assertive but rather one of well bred composure and calm reliance,data/librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0007.flac,data/librispeech/LibriSpeech/test-clean/6930/75918/6930-75918-0009.flac,6930,it is you who are mistaken raoul i have read his distress in his eyes in his every gesture and action the whole day,0,0.1
mix_librispeech_03388,librispeech,data/librispeech/LibriSpeech/test-clean/260/123286/260-123286-0004.flac,260,one might be with less reason than now,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0017.flac,data/librispeech/LibriSpeech/test-clean/7729/102255/7729-102255-0032.flac,7729,the free state hotel a stone building in dimensions fifty by seventy feet three stories high and handsomely furnished previously occupied only for lodging rooms on that day for the first time opened its table accommodations to the public and provided a free dinner in honor of the occasion,0,0.2
mix_librispeech_03389,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0009.flac,2094,for the great barn doors are thrown wide open and men are busy there mending the harness under the superintendence of mister goby the whittaw otherwise saddler who entertains them with the latest treddleston gossip,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0054.flac,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0000.flac,7127,at the conclusion of the banquet which was served at five o'clock the king entered his cabinet where his tailors were awaiting him for the purpose of trying on the celebrated costume representing spring which was the result of so much imagination and had cost so many efforts of thought to the designers and ornament workers of the court,0,0.1
mix_librispeech_03390,librispeech,data/librispeech/LibriSpeech/test-clean/6930/75918/6930-75918-0005.flac,6930,the count had thrown himself back on his seat leaning his shoulders against the partition of the tent and remained thus his face buried in his hands with heaving chest and restless limbs,data/librispeech/LibriSpeech/test-clean/6930/81414/6930-81414-0015.flac,data/librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0005.flac,1320,the bear shook his shaggy sides and then a well known voice replied,0,0.2
mix_librispeech_03391,librispeech,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0004.flac,908,thel is like a watry bow and like a parting cloud like a reflection in a glass like shadows in the water like dreams of infants like a smile upon an infants face,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0017.flac,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0012.flac,61,cries of a nottingham a nottingham,5,0.2
mix_librispeech_03392,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0001.flac,4077,its origin was small a germ an insignificant seed hardly to be thought of as likely to arouse opposition,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0004.flac,data/librispeech/LibriSpeech/test-clean/1284/1180/1284-1180-0032.flac,1284,i will show you what a good job i did and she went to a tall cupboard and threw open the doors,5,0.1
mix_librispeech_03393,librispeech,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0007.flac,4970,i have not asked him ruth replied with a look that might imply that she was one of those determined little bodies who first made up her own mind and then compelled others to make up theirs in accordance with hers,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0025.flac,data/librispeech/LibriSpeech/test-clean/5683/32865/5683-32865-0010.flac,5683,i was thinking it's very like the ace of hearts answered the captain softly smiling on,0,0.2
mix_librispeech_03394,librispeech,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0068.flac,5142,so i lived and now am your tooth thrall well it is the luck of war,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0050.flac,data/librispeech/LibriSpeech/test-clean/672/122797/672-122797-0057.flac,672,yes in reality those were happy times,0,1.0
mix_librispeech_03395,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0010.flac,2094,hetty sorrel often took the opportunity when her aunt's back was turned of looking at the pleasing reflection of herself in those polished surfaces for the oak table was usually turned up like a screen and was more for ornament than for use and she could see herself sometimes in the great round pewter dishes that were ranged on the shelves above the long deal dinner table or in the hobs of the grate which always shone like jasper,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0030.flac,data/librispeech/LibriSpeech/test-clean/8555/284447/8555-284447-0017.flac,8555,when this had been accomplished the boolooroo leaned over to try to discover why the frame rolled away seemingly of its own accord and he was the more puzzled because it had never done such a thing before,5,1.0
mix_librispeech_03396,librispeech,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0008.flac,908,nay i rather thrilled distrusting every light that seemed to gild the onward path and feared to overlean a finger even,data/librispeech/LibriSpeech/test-clean/908/157963/908-157963-0010.flac,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0018.flac,3575,sir march sixteenth,5,0.4
mix_librispeech_03397,librispeech,data/librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0015.flac,1320,but the bear instead of obeying maintained the seat it had taken and growled,data/librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0010.flac,data/librispeech/LibriSpeech/test-clean/8463/294825/8463-294825-0014.flac,8463,fathom six feet,0,0.4
mix_librispeech_03398,librispeech,data/librispeech/LibriSpeech/test-clean/1284/134647/1284-134647-0004.flac,1284,some of the penal regulations were copied from the edicts of diocletian and this method of conversion was applauded by the same bishops who had felt the hand of oppression and pleaded for the rights of humanity,data/librispeech/LibriSpeech/test-clean/1284/1181/1284-1181-0002.flac,data/librispeech/LibriSpeech/test-clean/1580/141083/1580-141083-0013.flac,1580,above all things i desire to settle the matter quietly and discreetly,0,1.0
mix_librispeech_03399,librispeech,data/librispeech/LibriSpeech/test-clean/121/127105/121-127105-0029.flac,121,there were plenty of people to help but of course the young lady who should go down as governess would be in supreme authority,data/librispeech/LibriSpeech/test-clean/121/123859/121-123859-0003.flac,data/librispeech/LibriSpeech/test-clean/4446/2271/4446-2271-0023.flac,4446,after all we were awfully young,5,0.3
mix_librispeech_03400,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0042.flac,6829,oh well sir what about him,data/librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0029.flac,data/librispeech/LibriSpeech/test-clean/4992/41806/4992-41806-0010.flac,4992,ain't they the greatest,5,0.5
mix_librispeech_03401,librispeech,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0017.flac,8463,pack as much into my trunk as you can my traveling kit my suits shirts and socks don't bother counting just squeeze it all in and hurry,data/librispeech/LibriSpeech/test-clean/8463/294828/8463-294828-0006.flac,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0041.flac,4507,it is unintelligible in the dark,5,0.5
mix_librispeech_03402,librispeech,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0025.flac,6930,why it's goliath as usual they both cried peering in,data/librispeech/LibriSpeech/test-clean/6930/76324/6930-76324-0028.flac,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0058.flac,8455,it is founded on the acknowledged weakness of those who survive that period of life at which men cease to work,0,0.4
mix_librispeech_03403,librispeech,data/librispeech/LibriSpeech/test-clean/4992/41797/4992-41797-0015.flac,4992,cyril there must be some better way of doing i just draw the outline of an animal and then i put hairs or feathers on it they have no bodies,data/librispeech/LibriSpeech/test-clean/4992/23283/4992-23283-0005.flac,data/librispeech/LibriSpeech/test-clean/6930/81414/6930-81414-0004.flac,6930,the story of its evil influence came back to me and in my bewildered condition i wondered whether there was not some truth in what had been said,5,0.5
mix_librispeech_03404,librispeech,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0029.flac,7127,the king who had from this moment become in reality the principal dancer in the quadrille cast a look upon his vanquished rival,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0008.flac,data/librispeech/LibriSpeech/test-clean/3729/6852/3729-6852-0003.flac,3729,madam corrected me with a patronizing air for my pronunciation of the word scevra which means divided saying that it ought to be pronounced sceura and she added that i ought to be very glad to have learned so much on the first day of my arrival in paris telling me that it would be an important day in my life,5,0.3
mix_librispeech_03405,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0008.flac,4446,when did you come bartley and how did it happen you haven't spoken a word,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0014.flac,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0015.flac,7127,suddenly for the purpose of restoring peace and order spring accompanied by his whole court made his appearance,0,0.3
mix_librispeech_03406,librispeech,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0022.flac,4970,is thee going to the yearly meeting ruth asked one of the girls,data/librispeech/LibriSpeech/test-clean/4970/29095/4970-29095-0034.flac,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0010.flac,3575,i am not depreciating it when i say that in these times it is not rare,0,0.3
mix_librispeech_03407,librispeech,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0033.flac,4507,do we really know the mountain well when we are not acquainted with the cavern,data/librispeech/LibriSpeech/test-clean/4507/16021/4507-16021-0012.flac,data/librispeech/LibriSpeech/test-clean/4992/41797/4992-41797-0007.flac,4992,he give up his position and shut the family up in that tomb of a house so t he could study his books,5,0.3
mix_librispeech_03408,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0006.flac,4077,their eyes were from the first turned in anticipation toward the evening sun not merely that the work of proselyting should be carried on in the west but that the headquarters of the church should be there established,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0016.flac,data/librispeech/LibriSpeech/test-clean/61/70968/61-70968-0055.flac,61,robin was glad when at length they were left to their own devices,0,0.5
mix_librispeech_03409,librispeech,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0059.flac,2094,this missus poyser said blushing and believing that the captain was really interested in her milk pans and would adjust his opinion of her to the appearance of her dairy,data/librispeech/LibriSpeech/test-clean/2094/142345/2094-142345-0051.flac,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0033.flac,4446,what i mean is that i want you to promise never to see me again no matter how often i come no matter how hard i beg,0,1.0
mix_librispeech_03410,librispeech,data/librispeech/LibriSpeech/test-clean/5142/33396/5142-33396-0018.flac,5142,my dragon's belly is never full and on board went the gold,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0022.flac,data/librispeech/LibriSpeech/test-clean/7176/92135/7176-92135-0036.flac,7176,the crowd drifts off leaving the hero and heroine alone in the middle of the stage and then you can begin,5,0.2
mix_librispeech_03411,librispeech,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0035.flac,6829,it won't be much but i'm grateful to find a friend,data/librispeech/LibriSpeech/test-clean/6829/68771/6829-68771-0020.flac,data/librispeech/LibriSpeech/test-clean/7127/75947/7127-75947-0012.flac,7127,indeed ah,0,0.1
mix_librispeech_03412,librispeech,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0018.flac,4446,i get nothing but misery out of either,data/librispeech/LibriSpeech/test-clean/4446/2275/4446-2275-0019.flac,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0041.flac,3575,she was gone out into the village on some errand when as she was descending the steep street her foot slipped on the ice and she fell it was dark and no one saw her mischance till after a time her groans attracted the attention of a passer by,0,0.5
mix_librispeech_03413,librispeech,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0000.flac,908,all is said without a word,data/librispeech/LibriSpeech/test-clean/908/31957/908-31957-0022.flac,data/librispeech/LibriSpeech/test-clean/4992/41797/4992-41797-0016.flac,4992,they couldn't run nor move they're just pasteboard,0,1.0
mix_librispeech_03414,librispeech,data/librispeech/LibriSpeech/test-clean/7021/79730/7021-79730-0006.flac,7021,the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection,data/librispeech/LibriSpeech/test-clean/7021/79740/7021-79740-0013.flac,data/librispeech/LibriSpeech/test-clean/3575/170457/3575-170457-0036.flac,3575,my eyes fill with tears when i contrast the bliss of such a state brightened by hopes of the future with the melancholy state i now live in uncertain that i ever felt true contrition wandering in thought and deed longing for holiness which i shall never never obtain smitten at times to the heart with the conviction that ghastly calvinistic doctrines are true darkened in short by the very shadows of spiritual death,5,0.4
mix_librispeech_03415,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0012.flac,4077,this meant that for an alleged misdemeanor for which congress prescribed a maximum penalty of six months imprisonment and a fine of three hundred dollars a man might be imprisoned for life aye for many terms of a man's natural life did the court's power to enforce its sentences extend so far and might be fined millions of dollars,data/librispeech/LibriSpeech/test-clean/4077/13754/4077-13754-0014.flac,data/librispeech/LibriSpeech/test-clean/6829/68769/6829-68769-0020.flac,6829,sit down please said gates in a cheerful and pleasant voice there's a bench here,5,0.2
mix_librispeech_03416,librispeech,data/librispeech/LibriSpeech/test-clean/3729/6852/3729-6852-0016.flac,3729,madame quinson besides can answer your enquiries,data/librispeech/LibriSpeech/test-clean/3729/6852/3729-6852-0038.flac,data/librispeech/LibriSpeech/test-clean/1320/122617/1320-122617-0003.flac,1320,there was something in his air and manner that betrayed to the scout the utter confusion of the state of his mind,5,0.1
mix_librispeech_03417,librispeech,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0011.flac,5142,mister jago is an american philip,data/librispeech/LibriSpeech/test-clean/5142/36377/5142-36377-0001.flac,data/librispeech/LibriSpeech/test-clean/5683/32865/5683-32865-0004.flac,5683,whatever lord chelford said miss brandon received it very graciously and even with a momentary smile,0,0.1
mix_librispeech_03418,librispeech,data/librispeech/LibriSpeech/test-clean/260/123440/260-123440-0010.flac,260,how cheerfully he seems to grin how neatly spread his claws and welcome little fishes in with gently smiling jaws,data/librispeech/LibriSpeech/test-clean/260/123288/260-123288-0000.flac,data/librispeech/LibriSpeech/test-clean/6930/81414/6930-81414-0026.flac,6930,my overwrought nerves yielded at last,5,0.5
mix_librispeech_03419,librispeech,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0034.flac,8455,not a doubt but had your force been only double or treble our own i should have found it my duty to struggle with you,data/librispeech/LibriSpeech/test-clean/8455/210777/8455-210777-0035.flac,data/librispeech/LibriSpeech/test-clean/7127/75946/7127-75946-0005.flac,7127,what do you mean inquired louis,5,0.2
mix_librispeech_03420,librispeech,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0014.flac,4077,making their way across the river most of the refugees found shelter among the more hospitable people of clay county and afterward established themselves in caldwell county therein founding the city of far west,data/librispeech/LibriSpeech/test-clean/4077/13751/4077-13751-0003.flac,data/librispeech/LibriSpeech/test-clean/61/70970/61-70970-0007.flac,61,he was in deep converse with the clerk and entered the hall holding him by the arm,5,0.5
